基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
000270,建信灵活配置混合A,2025-08-01,1.5892,2.4274,1.18,0.47,6.87,22.31,37.26,80.61,55.38,53.16,43.74,142.74,142.741658
005311,万家经济新动能混合A,2025-08-01,1.8445,1.8445,0.62,1.96,8.91,3.4,37.08,79.92,9.82,13.56,41.32,84.45,84.45
006038,大成景恒混合C,2025-08-01,3.2504,3.2504,0.64,1.49,7.72,21.1,31.68,79.92,35.89,51.75,29.99,220.55,220.552268
020726,建信灵活配置混合C,2025-08-01,1.581,1.581,1.18,0.46,6.82,22.19,36.99,79.9,,,43.4,145.65,145.649472
018120,万家北证50成份指数发起式A,2025-08-01,1.4746,1.4746,-0.22,-2.58,-2.49,6.19,29.61,79.81,59.11,,31.84,47.46,47.46
010421,海富通消费优选混合A,2025-08-01,1.213,1.213,-0.29,3.68,10.2,18.91,43.33,79.6,45.37,14.65,49.9,21.3,21.3
018121,万家北证50成份指数发起式C,2025-08-01,1.4679,1.4679,-0.22,-2.59,-2.5,6.14,29.49,79.45,58.47,,31.69,46.79,46.79
010731,广发创新医疗两年持有混合A,2025-08-01,0.8755,0.8755,-1.25,5.24,19.2,35.69,73.81,79.26,55.29,20.28,70.96,-12.45,-12.45
011371,华商远见价值A,2025-08-01,0.6671,0.6671,-0.63,1.71,8.15,19.08,29.86,79.23,25.82,-1.95,25.87,-33.29,-33.29
013072,泰信医疗服务混合发起式A,2025-08-01,1.4334,1.4334,-0.55,3.98,14.53,41.57,60.28,79.18,50.76,62.44,55.8,43.34,43.34
005312,万家经济新动能混合C,2025-08-01,1.762,1.762,0.61,1.95,8.86,3.26,36.72,79.01,8.72,11.85,40.9,76.2,76.2
012060,富国全球消费精选混合(QDII)人民币A,2025-07-31,1.5788,1.5788,-1.24,-1.66,2.33,11.09,33.5,78.78,81.01,81.74,39.37,57.88,
010422,海富通消费优选混合C,2025-08-01,1.1873,1.1873,-0.29,3.69,10.16,18.77,42.98,78.73,43.95,12.95,49.48,18.73,18.73
019923,华泰柏瑞中证2000指数增强A,2025-08-01,1.5435,1.5435,0.31,0.44,6.4,19.48,31.48,78.63,,,32.23,54.35,54.35
010732,广发创新医疗两年持有混合C,2025-08-01,0.8604,0.8604,-1.25,5.23,19.17,35.56,73.47,78.54,54.06,18.84,70.58,-13.96,-13.96
011372,华商远见价值C,2025-08-01,0.6458,0.6458,-0.6,1.72,8.1,18.84,29.32,78.45,23.84,-4.21,25.28,-35.42,-35.42
010709,安信医药健康股票A,2025-08-01,1.5606,1.6186,-2.14,3.72,20.9,45.81,81.85,78.4,39.29,28.32,71.25,63.4,63.402213
013073,泰信医疗服务混合发起式C,2025-08-01,1.4082,1.4082,-0.56,3.96,14.48,41.4,59.88,78.32,49.28,60.04,55.36,40.82,40.82
016075,华夏智造升级混合A,2025-08-01,0.94,0.94,-0.28,-2.42,1.46,3.19,9.11,78.17,13.05,,24.57,-6,-6
019924,华泰柏瑞中证2000指数增强C,2025-08-01,1.5341,1.5341,0.31,0.43,6.37,19.36,31.23,77.93,,,31.92,53.41,53.41
019190,华商品质价值混合C,2025-08-01,1.564,1.564,-0.74,1.88,8.27,19.08,34.43,77.81,,,30.46,56.4,56.4
021088,鹏华中证港股通医药卫生ETF发起式联接A,2025-08-01,1.7766,1.7766,-2.25,2.07,18.81,38.02,67.67,77.66,,,66.9,77.66,77.66
003373,大成景禄灵活配置混合A,2025-08-01,1.7943,1.9403,-0.58,-1.11,5.78,15.04,36.53,77.62,45.51,37.41,35.59,99.49,99.487254
015880,中欧小盘成长混合A,2025-08-01,1.4126,1.4126,0.51,0.78,8.06,22.81,35.64,77.6,42.34,40.08,36.97,41.26,41.26
004890,中邮健康文娱灵活配置混合A,2025-08-01,2.8576,2.8576,-1.42,4.36,13.15,29.08,27.32,77.56,59.41,53.7,32.76,185.76,185.76
012062,富国全球消费精选混合(QDII)人民币C,2025-07-31,1.54,1.54,-1.24,-1.67,2.28,10.86,32.98,77.54,78.7,78.34,38.78,54,
010710,安信医药健康股票C,2025-08-01,1.5261,1.5831,-2.14,3.71,20.86,45.62,81.38,77.49,37.9,26.4,70.74,59.73,59.731967
003374,大成景禄灵活配置混合C,2025-08-01,1.7845,1.9305,-0.58,-1.11,5.77,15.01,36.46,77.44,45.22,36.91,35.52,98.43,98.434428
