基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
006002,工银医药健康股票A,2025-08-01,2.3719,2.9195,-1.89,3.52,17.04,33.1,57.65,63.74,20.6,8.27,56.43,184.81,184.812673
017154,民生加银专精特新智选混合发起式A,2025-08-01,1.1587,1.1587,1.28,1.23,8.55,25.31,36.32,63.61,19.87,,39.18,15.87,15.87
010393,工银健康生活混合A,2025-08-01,0.8794,0.8794,-1.83,3.73,16.85,32.88,56.59,63.37,19.99,6.48,55.34,-12.06,-12.06
019891,华夏中证2000ETF发起式联接A,2025-08-01,1.3105,1.3105,0.62,0.13,5.98,19.13,28.63,63.36,,,28.29,31.05,31.05
012768,华夏中证动漫游戏ETF发起式联接A,2025-08-01,1.3596,1.3596,0.18,0.56,-0.05,15.96,26.29,63.26,5.22,59.19,26.78,35.96,35.96
009557,申万菱信创业板量化精选股票A,2025-08-01,0.9946,0.9946,0.37,0.14,8.45,22.04,23.66,63.24,29.51,4.41,21.01,-0.54,-0.54
017155,民生加银专精特新智选混合发起式C,2025-08-01,1.1495,1.1495,1.29,1.22,8.54,25.22,36.1,63.12,19.16,,38.95,14.95,14.95
020628,汇添富上证科创板芯片ETF发起式联接A,2025-08-01,1.6296,1.6296,-1.48,-1.33,3.48,1.51,11.26,63.06,,,8.52,62.96,62.96
008120,万家自主创新混合A,2025-08-01,1.0797,1.0797,1.1,1.8,9.46,3.89,22.04,63,-4.38,-0.53,25.18,7.97,7.97
017480,广发医药精选股票C,2025-08-01,1.272,1.272,-1.41,2.13,14.27,33.38,57.8,62.99,25.74,,53.6,27.2,27.2
021653,南方中证全指计算机ETF发起联接A,2025-08-01,1.6366,1.6366,0.68,0.23,6.73,11.59,15.48,62.98,,,15.25,63.66,63.66
012888,工银兴瑞一年持有期混合A,2025-08-01,0.8458,0.8458,-1.74,3.73,16.65,31.74,56.51,62.9,20.97,7.86,55.16,-15.42,-15.42
019892,华夏中证2000ETF发起式联接C,2025-08-01,1.3038,1.3038,0.62,0.13,5.95,19.04,28.43,62.87,,,28.07,30.38,30.38
001068,国新国证新锐A,2025-08-01,1.545,1.545,1.78,4.04,11.23,13.35,21.94,62.8,21.08,45.07,27.58,54.5,54.5
006003,工银医药健康股票C,2025-08-01,2.2669,2.8101,-1.89,3.51,16.98,32.89,57.17,62.79,19.19,6.36,55.89,172.83,172.82663
012769,华夏中证动漫游戏ETF发起式联接C,2025-08-01,1.3438,1.3438,0.18,0.55,-0.08,15.86,26.1,62.77,4.59,57.76,26.56,34.38,34.38
016250,华夏远见成长一年持有混合A,2025-08-01,1.0779,1.0779,0.15,4.27,12.48,19.42,18.76,62.75,30.69,,20.31,7.79,7.79
020629,汇添富上证科创板芯片ETF发起式联接C,2025-08-01,1.6251,1.6251,-1.47,-1.33,3.46,1.46,11.15,62.74,,,8.39,62.51,62.51
