基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
005914,景顺长城智能生活混合A,2025-08-01,2.3224,2.3224,-1.53,3.16,15.35,24.26,19.22,61.27,32.31,18.29,25.25,132.24,132.24
010469,圆信永丰聚优股票A,2025-08-01,1.2814,1.2814,0.6,0.39,7.06,21.79,35.44,61.26,31.8,33.13,35.97,28.14,28.14
019331,华泰柏瑞中证沪港深云计算产业ETF发起式联接C,2025-08-01,1.44,1.44,-1.44,0.97,11.79,20.19,22.67,61.25,,,22.39,44,44
006533,易方达科融混合,2025-08-01,3.9808,3.9808,-1.97,5.77,18.62,35.94,35.71,61.24,52.87,29.21,36.88,298.08,298.08
009995,嘉实创新先锋混合C,2025-08-01,1.2148,1.2148,-0.4,-2.61,2.51,6.74,17.58,61.24,48.42,40.03,21.6,21.48,21.48
000354,长盛城镇化主题混合A,2025-08-01,1.8229,2.4709,-2.3,4.76,17.93,12.89,15.11,61.2,26.23,9.09,23.8,177.62,177.620217
014287,泰康新锐成长混合A,2025-08-01,1.1132,1.1132,-0.21,0.39,9.74,22.86,30.49,61.19,24.02,,31.66,11.32,11.32
001965,圆信永丰兴源灵活配置混合A,2025-08-01,2.2746,2.2746,0.7,0.5,6.96,22.17,32.08,61.12,30.25,48.55,33.96,127.46,127.46
012728,国泰中证动漫游戏ETF联接A,2025-08-01,1.3762,1.3762,0.18,0.53,-0.04,15.88,27.37,61.05,6.7,60.23,28.11,37.62,37.62
001984,摩根中国生物医药混合(QDII)A,2025-07-31,1.5144,1.5144,-0.98,2.36,20.08,31.08,58.56,61.04,22.87,-9.82,59.11,31.83,
016463,华宝万物互联混合C,2025-08-01,1.451,1.451,-0.14,4.99,13.8,36.89,22.65,61.04,7.72,,30.13,1.9,1.896067
021295,鹏华中证港股通科技ETF发起式联接C,2025-08-01,1.5526,1.5526,-1.1,-3.19,4.99,9.12,25.92,61.01,,,29.44,55.26,55.26
006522,财通新兴蓝筹混合A,2025-08-01,1.9091,1.9091,-0.36,3.66,16.52,33.67,19.21,60.98,49.83,7.46,25.9,90.91,90.91
001966,圆信永丰兴源灵活配置混合C,2025-08-01,2.256,2.256,0.7,0.5,6.95,22.13,32.01,60.96,29.99,48.1,33.87,125.6,125.6
