基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
003626,平安鑫利混合A,2025-08-01,1.5869,1.6165,-0.45,3.07,12.28,30.34,38.08,54.17,36.68,36.05,41.17,63.38,63.383938
012853,嘉实远见先锋一年持有期混合C,2025-08-01,0.7596,0.7596,-1.29,-2.14,5.66,12.88,26.33,54.17,3.25,-7.38,24.85,-24.04,-24.04
010994,博时创新经济混合A,2025-08-01,1.2473,1.2473,-0.08,-0.41,5.68,16.57,35.16,54.12,17.39,28.79,33.37,24.73,24.73
014401,富国核心趋势混合A,2025-08-01,1.3862,1.3862,-0.97,3.55,13.84,22.94,46.94,54.12,48.15,,46.39,38.62,38.62
016936,博时中证1000指数增强A,2025-08-01,1.3602,1.3602,0.34,-0.13,6.4,17.19,22.31,54.11,30.96,,22.96,36.02,36.02
021397,广发中证云计算与大数据ETF发起式联接A,2025-08-01,1.4253,1.4253,-0.5,1.32,11.03,16.88,18.68,54.1,,,17.14,42.53,42.53
020683,南方上证科创板100ETF联接A,2025-08-01,1.5715,1.5715,-0.18,0.45,6.67,11.29,20.07,54.07,,,21.25,57.15,57.15
010647,融通价值趋势混合C,2025-08-01,0.8774,0.8774,-1.83,2.48,12.06,24.51,33.85,54.06,38.59,8.11,32.36,-12.26,-12.26
019339,创金合信启富优选股票发起C,2025-08-01,1.3539,1.3539,1.08,0.41,6.96,20.48,31.61,54.03,,,33.64,35.39,35.39
006433,平安鑫利混合C,2025-08-01,1.5733,1.5733,-0.44,3.07,12.27,30.3,38,54.02,36.43,35.66,41.09,51.54,51.541129
013365,汇添富产业升级混合A,2025-08-01,0.8402,0.8402,-1.02,0.35,7.73,15.79,35.54,54,26.57,-5.71,34.35,-15.98,-15.98
013465,博时智选量化多因子股票A,2025-08-01,1.1729,1.2681,-0.85,-0.72,3.22,7.02,13.41,53.97,34.86,26.01,17.02,27.24,27.237058
002163,东方惠新灵活配置混合C,2025-08-01,1.0932,2.3371,-1.08,-2.59,1.98,3.34,15.9,53.95,45.31,9.44,11.11,147.16,147.161675
009869,嘉实产业先锋混合A,2025-08-01,0.941,0.941,-1.23,-2.26,5.72,12.18,26.12,53.91,6.59,-3.35,25.3,-5.9,-5.9
012456,鹏扬数字经济先锋混合A,2025-08-01,0.7406,0.7406,-1.21,1.23,9.33,12.33,11.25,53.91,30.41,-13.45,15.61,-25.94,-25.94
501006,汇添富中证精准医疗指数(LOF)C,2025-08-01,1.0088,1.0088,-0.54,1.93,13.36,23.26,41.63,53.9,9.83,-7.4,38.88,0.88,0.88
019825,国寿安保新材料股票发起式C,2025-08-01,1.4492,1.4492,-0.68,-1.15,4.31,19.35,14.37,53.88,,,21.09,44.92,44.92
020684,南方上证科创板100ETF联接C,2025-08-01,1.5688,1.5688,-0.18,0.45,6.65,11.25,19.98,53.83,,,21.14,56.88,56.88
012208,华夏港股前沿经济混合(QDII)A,2025-07-31,0.806,0.806,-0.17,-1.42,2.31,9.81,32.94,53.82,21.97,15.87,34.76,-19.4,
009008,平安科技创新混合A,2025-08-01,1.6458,1.6458,-2.7,3.28,14.03,21.86,28.91,53.8,18.28,-5.8,35.84,64.58,64.58
017209,国泰君安科技创新精选三个月持有股票发起A,2025-08-01,1.264,1.264,0.14,0.37,8.54,18.5,23.9,53.73,22.37,,23.79,26.4,26.4
016461,华宝核心优势混合C,2025-08-01,2.833,2.833,-2.55,4.62,18.83,54.05,34.2,53.72,44.69,,33.57,47.02,47.016087
011602,前海开源公共卫生股票C,2025-08-01,0.4784,0.4784,-1.44,3.06,17.95,32.37,57.01,53.68,15.39,-15.51,53.88,-52.16,-52.16
021398,广发中证云计算与大数据ETF发起式联接C,2025-08-01,1.4206,1.4206,-0.51,1.31,11,16.79,18.49,53.66,,,16.93,42.06,42.06
019092,金鹰核心资源混合C,2025-08-01,2.3481,2.3481,0.18,0.34,3.8,16.21,19.73,53.65,,,23.1,48.3,48.304175
240011,华宝大盘精选混合,2025-08-01,3.1172,3.624,-2.59,4.84,19.42,54.86,34.72,53.64,41.59,3.93,34.19,291.1,291.096005
005616,东方量化成长灵活配置混合A,2025-08-01,1.4697,1.8637,0.31,-0.27,3.92,14.96,23.96,53.64,33.16,34.33,23.81,98.26,98.264339
