基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
012482,泓德医疗创新混合发起式C,2025-08-01,1.0196,1.0196,-2.29,4.93,21.93,40.17,57.37,71.36,20.14,,54.79,1.96,1.96
020305,信澳星煜智选混合A,2025-08-01,1.6077,1.6077,0.63,0.09,5.36,19.25,30.32,71.32,,,31.93,60.77,60.77
014544,汇添富中证沪港深云计算产业指数发起式C,2025-08-01,1.2854,1.2854,-1.22,1.23,12.23,20.53,28.91,71.23,31.35,74.08,28.68,28.54,28.54
015751,景顺长城品质长青混合C,2025-08-01,1.3748,1.3748,-1.94,2.06,10.62,23.53,30.47,71.21,70.13,72.5,34,78.87,78.870674
015562,长城医疗保健混合C,2025-08-01,3.598,3.598,0.38,4.73,15.81,36.02,65.08,70.97,37.63,7.71,61.2,7.92,7.918416
017892,鹏华国证2000指数增强A,2025-08-01,1.3909,1.3909,0.56,0.62,7.6,20.49,29.99,70.96,39.59,,32.62,39.09,39.09
019347,富国匠心成长混合A,2025-08-01,1.6348,1.6348,-1.14,2.9,8.7,10.77,24.12,70.95,,,40.71,63.48,63.48
519158,新华趋势领航混合,2025-08-01,2.755,4.0104,-1.16,7.62,15.92,41.49,28.66,70.93,30.21,-15.48,37.39,327,327.001129
001563,华富健康文娱灵活配置混合A,2025-08-01,1.4709,1.6309,0.56,8.59,29.25,67.53,75.97,70.92,49.48,41.71,73.8,68.25,68.251523
021465,海富通中证港股通科技ETF发起联接C,2025-08-01,1.6122,1.6122,-1.13,-3.3,5.48,9.73,28.98,70.8,,,33.14,61.22,61.22
007455,富国蓝筹精选股票(QDII)人民币,2025-07-31,2.944,2.944,-1.44,-1.02,9.15,19.49,48.21,70.75,62.63,55.33,53.32,194.4,
020086,鹏华智投数字经济混合A,2025-08-01,1.6753,1.6753,0.64,0.93,6.8,18.38,27.7,70.72,,,30.29,67.53,67.53
005851,财通新视野灵活配置混合A,2025-08-01,2.7993,2.7993,-0.52,1.82,10.75,39.43,24.7,70.49,52.61,33.07,36.8,179.93,179.93
017649,信澳聚优智选混合C,2025-08-01,1.1693,1.1693,1.42,2.3,10.15,16.13,26.22,70.48,16,,25.99,16.93,16.93
014668,银华专精特新量化优选股票发起A,2025-08-01,1.3052,1.3052,0.66,-0.04,5.49,19.34,33.78,70.41,34.22,30.66,33.12,30.52,30.52
012536,万家全球成长一年持有期混合(QDII)C,2025-07-31,0.7753,0.7753,2.74,4.61,13.63,19,39.39,70.4,28.49,13.23,46.7,-22.47,
020306,信澳星煜智选混合C,2025-08-01,1.5939,1.5939,0.63,0.08,5.31,19.07,29.92,70.31,,,31.48,59.39,59.39
015856,格林碳中和主题混合A,2025-08-01,1.3543,1.3543,-0.49,-0.13,7.21,17.6,24.53,70.29,35.38,,35.15,35.43,35.43
017893,鹏华国证2000指数增强C,2025-08-01,1.3774,1.3774,0.57,0.62,7.57,20.36,29.72,70.28,38.49,,32.32,37.74,37.74
019200,华富健康文娱灵活配置混合C,2025-08-01,1.4604,1.4604,0.56,8.59,29.22,67.38,75.61,70.25,,,73.42,51.92,51.919276
002236,大成360互联网+大数据100A,2025-08-01,2.9449,2.9449,0.92,1.34,6.24,20.24,23.48,70.08,41.85,73.23,24.86,194.49,194.49
009664,汇添富医疗积极成长一年持有混合A,2025-08-01,0.8099,0.8099,-1.54,4.11,18.22,34.22,64.68,70.08,22.71,-3.08,63.29,-19.01,-19.01
019348,富国匠心成长混合C,2025-08-01,1.6235,1.6235,-1.14,2.88,8.64,10.6,23.6,70.04,,,40.05,62.35,62.35
014669,银华专精特新量化优选股票发起C,2025-08-01,1.2934,1.2934,0.67,-0.04,5.46,19.25,33.59,69.92,33.42,29.48,32.89,29.34,29.34
