基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
017489,嘉实信息产业股票发起式C,2025-08-01,1.5961,1.5961,-0.4,2.7,13.91,16.04,17.17,52.42,22.33,,12.48,59.61,59.61
017560,华安上证科创板芯片ETF发起式联接C,2025-08-01,1.482,1.482,-1.49,-1.39,3.45,1.49,11.71,52.42,30.87,,8.79,48.2,48.2
167002,平安鼎越混合(LOF),2025-08-01,3.0018,3.0018,-2.29,1.86,10,16.24,15.03,52.38,42.27,12.5,27.95,200.18,200.18
018579,鑫元国证2000指数增强A,2025-08-01,1.2184,1.2184,0.4,0.16,4.97,15.61,20.57,52.38,,,21.21,21.84,21.84
019571,诺安优化配置混合C,2025-08-01,1.9276,1.9276,-1.06,-1.95,4.16,9.19,12.18,52.37,,,8.76,31.18,31.182796
015608,信澳转型创新股票C,2025-08-01,1.039,1.039,-1.24,6.78,14.18,19.98,15.19,52.35,28.59,-15.6,15.06,7.11,7.113402
016742,华安大中华升级股票(QDII)C,2025-07-31,1.717,1.717,-0.58,-0.12,10.56,20.75,38.47,52.35,57.09,,36.81,29.68,
015282,华安恒生科技ETF发起式联接(QDII)A,2025-08-01,1.3779,1.3779,-1.06,-4.7,1.53,3.64,13.91,52.3,14.61,25.21,18.78,37.79,37.79
016045,华商研究回报一年持有混合A,2025-08-01,1.0573,1.0573,-0.7,1.94,9.44,17.66,29.13,52.26,13.21,,28.73,5.73,5.73
018378,融通远见价值一年持有期混合C,2025-08-01,1.2383,1.2383,0.32,-0.25,10.79,24.64,38.08,52.26,23.52,,29.25,23.83,23.83
005962,宝盈人工智能股票A,2025-08-01,3.067,3.067,-2.46,0.72,8.24,15.42,14.64,52.25,34.97,0.86,17.96,206.7,206.7
012186,招商品质成长混合A,2025-08-01,0.8478,0.8478,-1.06,2.84,18.23,32.59,54.06,52.24,22.91,-0.12,47.6,-15.22,-15.22
018194,建信新材料精选股票发起A,2025-08-01,1.6427,1.6427,-0.39,0.05,7.66,20.49,29.77,52.23,,,30.92,64.27,64.27
019018,易方达信息产业混合C,2025-08-01,3.418,3.418,-1.98,5.46,19.51,37.21,26.64,52.18,,,29.37,60.92,60.922787
020988,南方恒生科技指数发起(QDII)A,2025-08-01,1.3757,1.3757,-1.0,-4.6,1.51,3.76,12.93,52.15,,,17.48,37.57,37.57
018495,融通产业趋势臻选股票C,2025-08-01,1.4145,1.4145,-1.84,2.46,11.9,24.6,32.12,52.11,40.7,,30.85,34.37,34.368766
013142,华商乐享互联灵活配置混合C,2025-08-01,2.091,2.364,-0.29,0.43,4.55,14.14,21.64,52.07,6.5,17.01,18.81,18.38,18.380952
014262,摩根沃享远见一年持有期混合C,2025-08-01,0.9962,0.9962,-1.71,3.18,14.95,30.63,32.65,52.07,28.01,-0.76,36.5,-0.38,-0.38
018653,万家国证2000指数增强A,2025-08-01,1.2556,1.2556,0.54,0.14,6.37,19.47,26.71,52.05,,,25.93,25.56,25.56
018786,招商国证2000指数增强A,2025-08-01,1.3431,1.3431,0.43,-0.16,6.03,18.69,25.11,52.04,34.31,,25.08,34.31,34.31
016912,恒越均衡优选混合发起式A,2025-08-01,1.1555,1.1555,0.02,-1.15,2.62,16.71,34.83,52.04,14.21,,33.77,15.55,15.55
519674,银河创新成长混合A,2025-08-01,6.6168,6.6168,-0.7,-1.02,2.41,-3.55,5.32,52.02,30.87,15.22,5.64,561.68,561.68
008786,长城健康生活混合A,2025-08-01,0.7078,0.7078,-0.55,2.79,12.9,24.59,40.91,52.02,18.72,-15.86,39.69,-29.23,-29.227077
014036,博时成长回报混合A,2025-08-01,0.903,0.903,-0.64,0.55,9.75,24.81,26.03,52.02,11.9,-3.29,29.85,-9.7,-9.7
050010,博时特许价值混合A,2025-08-01,3.753,4.193,-1.34,4.11,14.46,26.53,13.87,52,20.99,-5.08,22.73,425.02,425.024373
019786,广发上证科创板成长ETF发起式联接C,2025-08-01,1.268,1.268,-0.68,1.45,7.07,7.62,18.88,52,,,20.44,26.8,26.8
020422,华夏中证港股通内地金融ETF发起式联接A,2025-08-01,1.7213,1.7213,-1.43,-3.35,2.25,17.31,21.45,51.99,,,22.11,72.13,72.13
015283,华安恒生科技ETF发起式联接(QDII)C,2025-08-01,1.3666,1.3666,-1.06,-4.7,1.51,3.59,13.85,51.98,13.95,24.24,18.7,36.66,36.66
009361,招商创新增长混合C,2025-08-01,0.8392,0.8392,-1.05,2.79,17.93,32.55,53.22,51.97,21.64,-2.76,47.1,-16.08,-16.08
002862,金信量化精选混合A,2025-08-01,1.0199,1.3508,-0.37,-0.45,7.12,4.19,15.87,51.93,-2.31,-3.33,19.68,34.07,34.071624
017103,大摩数字经济混合C,2025-08-01,1.6244,1.6244,-1.48,3.29,11.57,26.68,16.73,51.93,75.5,,19.43,62.44,62.44
010610,摩根远见两年持有期混合,2025-08-01,0.9782,0.9782,-1.6,3.04,14,29.29,32.21,51.92,27.67,0.6,35.64,-2.18,-2.18
020722,国寿安保数字经济股票发起式A,2025-08-01,1.5802,1.5802,0.95,1.6,12.26,17.34,24,51.9,,,27.51,58.02,58.02
009708,工银新兴制造混合C,2025-08-01,1.9174,1.9174,-1.62,-1.75,4.39,1.65,8.08,51.89,48.58,38.62,11.68,91.74,91.74
