基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
006526,鹏华优选回报混合A,2025-08-01,1.3567,1.3567,-0.19,0.01,-2.11,11.88,25.24,53.23,-0.74,-27.55,25.82,35.67,35.67
013466,博时智选量化多因子股票C,2025-08-01,1.1682,1.2453,-0.86,-0.73,3.18,6.88,13.13,53.21,33.52,24.15,16.68,24.88,24.882394
009360,招商创新增长混合A,2025-08-01,0.8744,0.8744,-1.04,2.81,18.02,32.85,53.86,53.19,23.61,-0.39,47.78,-12.56,-12.56
013489,广发东财大数据精选混合C,2025-08-01,1.5723,1.5723,-0.09,0.97,6.92,17.89,20.02,53.19,22.7,10.11,24.64,-3.13,-3.129813
014163,富国港股通量化精选股票C,2025-08-01,1.2928,1.2928,-1.11,-2.67,3.89,13.1,28.36,53.18,41.07,53.67,28.08,35.67,35.67006
014402,富国核心趋势混合C,2025-08-01,1.3677,1.3677,-0.98,3.53,13.78,22.73,46.47,53.18,46.36,,45.86,36.77,36.77
006025,诺安优化配置混合A,2025-08-01,1.9438,1.9438,-1.06,-1.94,4.2,9.33,12.46,53.13,28.94,29,9.07,94.38,94.38
110029,易方达科讯混合,2025-08-01,1.9674,9.1887,-1.9,5.55,18.47,35.31,31.88,53.09,43.41,18.14,32.7,185.06,185.062225
010371,大成成长进取混合A,2025-08-01,1.289,1.289,-0.75,2.64,8.53,13.56,16.24,53.09,27.4,18.46,18.85,28.9,28.9
005537,中航新起航灵活配置混合A,2025-08-01,0.6899,0.6899,-0.36,-0.78,7.14,30.71,45.09,53.07,10.19,-27.73,42.45,-31.01,-31.01
011703,中金鑫瑞优选一年持有混合,2025-08-01,0.985,0.985,-0.44,2.26,8.52,27.86,26.56,53.07,34.47,25.64,30.08,-1.5,-1.5
005453,前海开源医疗健康A,2025-08-01,1.3163,1.3163,-1.44,2.95,17.59,31.47,55.57,53.06,15.03,-17.13,52.63,31.62,31.616838
013296,民生加银聚优精选混合,2025-08-01,0.6974,0.6974,0.35,-0.84,5.75,13.75,4.04,53.01,13.07,-25.54,3.44,-30.26,-30.26
018377,融通远见价值一年持有期混合A,2025-08-01,1.251,1.251,0.33,-0.23,10.85,24.8,38.43,53.01,24.76,,29.62,25.1,25.1
018123,永赢数字经济智选混合发起C,2025-08-01,1.0514,1.0514,-1.86,-0.26,3.28,8.24,13.08,53,27.97,,18.79,5.14,5.14
016616,国泰估值优势混合(LOF)C,2025-08-01,3.2716,3.2716,0.0,0.42,4.35,3.8,11.28,52.99,22.14,,29.86,-2.38,-2.375269
001170,宏利复兴混合A,2025-08-01,1.643,1.643,-2.14,4.32,16.94,25.13,16.61,52.98,36.8,23.07,25.52,64.3,64.3
013366,汇添富产业升级混合C,2025-08-01,0.8209,0.8209,-1.04,0.33,7.67,15.59,35.08,52.98,24.98,-7.45,33.83,-17.91,-17.91
017210,国泰君安科技创新精选三个月持有股票发起C,2025-08-01,1.2471,1.2471,0.14,0.35,8.48,18.33,23.57,52.96,21.15,,23.43,24.71,24.71
040021,华安大中华升级股票(QDII)A,2025-07-31,2.097,2.097,-0.57,-0.14,10.6,20.86,38.69,52.95,58.62,43.24,37.06,109.7,
017469,嘉实上证科创板芯片ETF发起联接A,2025-08-01,1.3595,1.3595,-1.44,-1.29,3.57,1.59,11.26,52.92,30.57,,8.5,35.95,35.95
005538,中航新起航灵活配置混合C,2025-08-01,0.6768,0.6768,-0.35,-0.78,7.14,30.68,45.02,52.91,9.96,-27.94,42.36,-32.32,-32.32
001513,易方达信息产业混合A,2025-08-01,3.448,3.448,-1.99,5.48,19.51,37.32,26.95,52.9,42.6,28.51,29.72,244.8,244.8
018309,招商社会责任混合A,2025-08-01,1.0721,1.0721,0.83,-1.69,7.84,9.15,26.32,52.9,4.56,,26.16,7.21,7.21
005454,前海开源医疗健康C,2025-08-01,1.3064,1.3064,-1.44,2.95,17.58,31.43,55.49,52.88,14.78,-17.38,52.53,30.63,30.626937
010995,博时创新经济混合C,2025-08-01,1.2027,1.2027,-0.08,-0.43,5.61,16.33,34.62,52.88,15.52,25.73,32.75,20.27,20.27
020126,东方量化成长灵活配置混合C,2025-08-01,1.9665,1.9665,0.3,-0.28,3.87,14.81,23.65,52.87,,,23.45,26.44,26.438629
100061,富国中国中小盘混合(QDII)人民币A,2025-07-31,3.2449,3.7799,-1.81,-1.72,1.82,13.26,37.9,52.85,43.2,41.14,38.85,331.32,
017102,大摩数字经济混合A,2025-08-01,1.648,1.648,-1.48,3.31,11.62,26.88,17.09,52.85,77.59,,19.85,64.8,64.8
001959,华商乐享互联灵活配置混合A,2025-08-01,2.099,2.372,-0.33,0.43,4.58,14.2,21.89,52.77,7.43,18.43,19.06,143.97,143.968193
017559,华安上证科创板芯片ETF发起式联接A,2025-08-01,1.4896,1.4896,-1.49,-1.39,3.47,1.53,11.82,52.72,31.39,,8.92,48.96,48.96
012209,华夏港股前沿经济混合(QDII)C,2025-07-31,0.7828,0.7828,-0.17,-1.42,2.26,9.64,32.48,52.71,20.25,13.42,34.22,-21.72,
