基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
018385,招商中证全指软件ETF发起式联接A,2025-08-01,0.889,0.889,0.2,0.08,6.63,10.78,13.03,54.96,-5.85,,13.23,-11.1,-11.1
019014,景顺长城国证2000指数增强C,2025-08-01,1.3083,1.3083,0.36,0.48,7,18.52,24.14,54.96,,,23.58,30.83,30.83
012852,嘉实远见先锋一年持有期混合A,2025-08-01,0.7747,0.7747,-1.29,-2.12,5.72,13.03,26.67,54.94,4.29,-5.97,25.21,-22.53,-22.53
009891,融通产业趋势臻选股票A,2025-08-01,1.4512,1.4512,-1.83,2.48,11.96,24.8,32.75,54.93,44.18,21.28,31.52,45.12,45.12
010853,中欧内需成长混合C,2025-08-01,0.7345,0.7345,-0.97,0.62,6.95,5.85,14.59,54.93,16.2,-9.29,22.17,-26.55,-26.55
018934,长盛互联网+混合C,2025-08-01,1.7681,1.7681,0.2,1.62,7.35,7.93,16.53,54.93,10.55,,17.11,12.69,12.689611
020699,国泰君安科创板量化选股股票发起C,2025-08-01,1.451,1.451,-0.1,0.83,10.54,17.92,24.62,54.92,,,23.97,45.1,45.1
012455,淳厚鑫悦混合C,2025-08-01,0.8478,0.8478,0.0,-0.81,9.88,20.73,41.25,54.91,26.9,-6.51,42.08,-15.22,-15.22
016503,永赢新兴消费智选混合发起C,2025-08-01,1.1345,1.1345,-0.32,-0.88,6.5,21.25,41.76,54.9,38.13,,43.66,13.45,13.45
018002,华夏兴夏价值一年持有混合发起式C,2025-08-01,1.3028,1.3028,0.05,-1.48,6.19,13.32,35.45,54.89,20.64,,36.08,30.28,30.28
005598,广发中小盘精选混合A,2025-08-01,2.133,2.133,-1.36,-1.28,4.44,13.88,27.07,54.87,19.03,5.86,23.81,113.3,113.3
011308,富国生物医药科技混合C,2025-08-01,2.1647,2.1647,-1.01,4.92,17.57,35.02,60.71,54.85,36.67,17.07,56.7,-4.8,-4.798135
004695,东兴未来价值混合A,2025-08-01,1.3757,1.3757,0.31,-0.35,5.16,16.62,24.94,54.83,38.53,30.16,25.96,37.56,37.556244
019869,华夏云计算与大数据ETF联接C,2025-08-01,1.3032,1.3032,-0.49,1.39,11.22,16.81,17.71,54.83,,,16.1,30.32,30.32
015885,中欧港股数字经济混合发起(QDII)C,2025-08-01,1.4926,1.4926,-1.86,-3.63,2.63,6.23,12.55,54.82,23.58,,7.49,49.26,49.26
019432,永赢睿信混合C,2025-08-01,1.6449,1.6449,-1.2,2.4,13.01,30.92,40.77,54.81,,,43.11,64.49,64.49
015044,西部利得时代动力混合发起C,2025-08-01,1.1371,1.1371,0.2,2.83,7.94,13.02,15.96,54.79,36.21,11.69,21.02,13.71,13.71
019338,创金合信启富优选股票发起A,2025-08-01,1.3662,1.3662,1.07,0.42,7,20.63,31.94,54.79,,,34.02,36.62,36.62
003115,光大诚鑫混合A,2025-08-01,1.5095,1.7137,0.8,-0.53,3.39,16.84,24.82,54.76,27.76,26.31,27.86,77.2,77.203292
017953,汇添富中证1000指数增强A,2025-08-01,1.3142,1.3142,0.2,-0.12,6.56,18.47,25.64,54.74,27.59,,25.19,31.42,31.42
012374,富国稳健恒盛12个月持有混合C,2025-08-01,0.8852,0.8852,-0.3,4.99,16.98,32.63,42.29,54.73,15.99,0.22,42.98,-11.48,-11.48
007592,华夏价值精选混合,2025-08-01,1.7323,1.7323,-0.2,-1.09,8.21,15.33,33.88,54.72,20.49,28.02,34.45,73.23,73.23
010384,宝盈基础产业混合C,2025-08-01,1.1797,1.1797,-2.12,0.31,6.89,11.06,13.26,54.71,35.91,20.93,16.3,17.97,17.97
021092,广发中证港股通互联网指数发起式A,2025-08-01,1.2909,1.2909,-1.41,-3.11,2.93,9.1,22,54.71,,,23.63,29.09,29.09
007550,东兴未来价值混合C,2025-08-01,1.373,1.373,0.31,-0.35,5.15,16.6,24.87,54.67,38.25,29.91,25.89,37.29,37.286271
016786,鹏华中证1000指数增强C,2025-08-01,1.3438,1.3438,0.46,0.31,6.97,17.19,23.8,54.66,26.49,,24.35,34.38,34.38
018363,东方阿尔法瑞丰混合发起C,2025-08-01,1.1388,1.1388,1.74,5.12,20.18,23.8,30.58,54.64,10.67,,29.39,13.88,13.88
019824,国寿安保新材料股票发起式A,2025-08-01,1.457,1.457,-0.67,-1.14,4.36,19.5,14.65,54.61,,,21.44,45.7,45.7
