基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
010033,安信成长精选混合A,2025-08-01,1.2153,1.2153,-2.88,4.11,19.12,40.29,56.47,74.79,56.03,10.04,63.88,21.53,21.53
017627,长城港股通价值精选混合C,2025-08-01,1.1857,1.1857,-1.36,-4.02,0.98,8.41,34.2,74.75,41.75,,38.13,34.01,34.007685
011020,财通资管消费精选混合C,2025-08-01,0.9429,0.9429,0.75,2.5,19.86,39.77,42.52,74.74,45.26,-4.17,50.86,-5.71,-5.71
008924,建信医疗健康行业股票C,2025-08-01,1.6377,1.6377,-1.44,4.67,17.62,41.14,69.69,74.67,58.75,63.72,68.14,63.77,63.77
018048,申万菱信数字产业股票型发起式A,2025-08-01,1.1413,1.1413,0.79,5.07,13.85,11.19,14.82,74.35,19.05,,14.35,14.13,14.13
018114,鹏扬北证50成份指数A,2025-08-01,1.4081,1.4081,-0.22,-2.63,-2.52,6.46,30.85,74.31,52.36,,32.91,40.81,40.81
020732,易方达创业板中盘200ETF联接A,2025-08-01,1.7758,1.7758,0.12,0.29,3.9,15.89,17.63,74.23,,,15.2,77.58,77.58
016234,财通景气行业混合C,2025-08-01,1.0115,1.0115,-0.38,2.13,11.23,39.9,26.83,74.22,55.74,32.81,39.5,30.89,30.887681
501015,财通多策略升级混合(LOF)A,2025-08-01,1.699,1.699,-0.41,2.1,11.48,40.41,27.36,74.08,54.45,32.63,39.72,69.9,69.9
003993,前海开源沪港深核心驱动混合,2025-08-01,1.7093,2.1573,-0.75,-2.29,5.29,13.61,30.6,73.92,51.84,77.46,34.01,136.13,136.129674
010034,安信成长精选混合C,2025-08-01,1.1862,1.1862,-2.88,4.11,19.08,40.11,56.08,73.9,54.47,8.4,63.41,18.62,18.62
020304,信澳星亮智选混合C,2025-08-01,1.662,1.662,0.81,0.05,5.89,19.88,29.02,73.89,,,30.81,66.2,66.2
501081,中欧科创主题混合(LOF)A,2025-08-01,2.3457,2.3457,-1.57,-2.62,5.72,6.79,21.7,73.83,62,26.14,30.91,134.57,134.57
020733,易方达创业板中盘200ETF联接C,2025-08-01,1.7699,1.7699,0.12,0.29,3.87,15.8,17.45,73.71,,,15,76.99,76.99
018049,申万菱信数字产业股票型发起式C,2025-08-01,1.131,1.131,0.8,5.06,13.82,11.09,14.59,73.65,18.08,,14.08,13.1,13.1
018115,鹏扬北证50成份指数C,2025-08-01,1.3954,1.3954,-0.22,-2.63,-2.55,6.36,30.59,73.62,51.16,,32.62,39.54,39.54
017911,华泰柏瑞新经济沪港深混合C,2025-08-01,1.4789,1.4789,-0.26,-4.19,4.72,12.06,32.51,73.48,-4.28,,33.75,-11.91,-11.912562
005225,广发量化多因子混合,2025-08-01,2.0409,2.0409,0.54,0.33,7.52,20.73,32.01,73.35,50.36,33.61,32.97,104.09,104.09
009023,鹏华稳健回报混合A,2025-08-01,1.4864,1.4864,0.66,5.89,12.01,30.59,32.16,73.3,35.19,6.51,33.8,48.64,48.64
