基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
005550,汇安成长优选混合A,2025-08-01,1.6559,1.6559,-0.44,6.51,21.67,35.21,41.28,85.08,60.94,20.11,60.42,65.59,65.59
018432,嘉实恒生医疗保健ETF发起联接(QDII)A,2025-08-01,1.1658,1.1658,-2.29,1.83,18.3,33.95,66.83,85.08,19.18,,65.62,16.58,16.58
018433,嘉实恒生医疗保健ETF发起联接(QDII)C,2025-08-01,1.1651,1.1651,-2.29,1.83,18.28,33.81,66.66,84.79,18.86,,65.43,16.51,16.51
014313,鹏华创新增长一年持有期混合A,2025-08-01,1.5624,1.5624,-0.24,1.98,11.64,28.41,76.12,84.62,57.88,55.9,73.22,56.24,56.24
002833,华夏新锦绣混合A,2025-08-01,2.6745,2.9365,0.88,-0.05,7.02,20.14,37.18,84.61,61.26,80.58,37.26,214.75,214.747941
290011,泰信中小盘精选混合,2025-08-01,3.979,4.239,0.73,0.66,4.19,-2.79,8.18,84.47,30.03,2.98,20.8,365.5,365.504225
002834,华夏新锦绣混合C,2025-08-01,2.6687,2.6687,0.88,-0.05,7.01,20.11,37.11,84.42,60.94,,37.18,166.87,166.87
011144,华安汇宏精选混合A,2025-08-01,1.5173,1.5173,-1.85,5.11,20.33,43.17,45.43,84.38,71.68,63.06,47.18,51.73,51.73
011355,华泰柏瑞港股通时代机遇混合A,2025-08-01,0.6164,0.6164,-0.21,-3.88,4.16,11.42,33.56,84.28,3.2,1.62,33.56,-38.36,-38.36
018112,工银北证50成份指数A,2025-08-01,1.5639,1.5639,-0.22,-2.57,-2.43,6.46,31.3,83.94,70.68,,33.46,56.39,56.39
012585,南方中国新兴经济9个月持有期混合(QDII)C,2025-07-31,1.3333,1.3333,-1.44,-1.27,3.91,12.13,33.2,83.7,86.03,90.83,37.77,33.33,
006229,中欧医疗创新股票C,2025-08-01,1.6351,1.6351,-1.01,4.35,22.48,39.9,70.82,83.68,20.06,-9.71,64.78,63.51,63.51
012094,鹏华创新升级混合C,2025-08-01,1.3152,1.3152,0.02,2.56,14.45,27.52,67.95,83.64,59.44,52.03,68.36,31.52,31.52
005551,汇安成长优选混合C,2025-08-01,1.5566,1.5566,-0.45,6.49,21.58,34.92,40.69,83.6,58.4,17.23,59.67,55.66,55.66
013940,东吴医疗服务股票A,2025-08-01,0.8352,0.8352,-2.04,3.92,17.83,41.85,69.24,83.52,40.8,1.2,69.62,-16.48,-16.48
