基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
019934,工银国证港股通科技ETF发起式联接C,2025-08-01,1.5383,1.5383,-1.04,-3.57,3.65,7.97,22.8,68.29,,,25.95,53.83,53.83
019319,汇添富国证2000指数增强C,2025-08-01,1.4701,1.4701,0.36,-0.12,7.13,22.36,31.55,68.18,,,31.55,47.01,47.01
519087,新华优选分红混合,2025-08-01,0.8361,4.4766,-1.08,7.56,15.5,40.78,29.77,68.16,31.19,-0.48,37.61,958.27,958.274605
002052,诺安稳健回报混合C,2025-08-01,1.513,1.681,-0.39,-1.18,5.8,14.36,29.32,68.11,43.14,13.25,40.48,33.6,33.59622
020501,广发中证港股通非银ETF发起式联接C,2025-08-01,1.65,1.65,-2.29,-2.81,7.58,30.03,37.55,68.01,,,35.43,65,65
001801,汇添富达欣混合A,2025-08-01,2.751,2.806,-0.15,4.01,11.69,25.44,65.42,67.95,64.93,62.68,62.78,189.17,189.174884
019171,天弘中证沪港深云计算产业ETF发起联接A,2025-08-01,1.499,1.499,-1.22,1.21,12.42,21.09,26.39,67.88,,,26.31,49.9,49.9
013239,财通均衡优选一年持有混合C,2025-08-01,1.0921,1.0921,-0.93,-0.58,-0.62,17.07,31.23,67.81,54.56,19.16,34.03,9.21,9.21
020152,中信保诚景气优选混合C,2025-08-01,1.7072,1.7072,0.67,-0.13,4.12,15.47,32.12,67.77,,,35.9,70.72,70.72
013483,华安医疗创新混合C,2025-08-01,1.3788,1.3788,-1.35,5.34,23.29,44.41,72.24,67.76,43.15,26.36,68.95,-5.53,-5.529291
001915,宝盈医疗健康沪港深股票A,2025-08-01,2.342,2.418,-1.47,4.55,16.58,29.32,68.01,67.64,57.18,51.46,66.22,145.67,145.666992
167506,安信深圳科技指数(LOF)A,2025-08-01,1.4177,1.4177,-0.04,2.62,8.84,15.03,14.27,67.56,31.66,28.07,18.57,41.77,41.77
018288,信澳优势产业混合C,2025-08-01,1.5697,1.5697,0.08,4.88,11.26,35.17,20.9,67.54,61.96,,28.51,56.97,56.97
018561,中信保诚多策略混合(LOF)C,2025-08-01,2.0612,2.0612,0.77,-0.01,4.26,15.79,30.36,67.54,59.24,,35.15,66.55,66.548158
019170,天弘中证沪港深云计算产业ETF发起联接C,2025-08-01,1.4934,1.4934,-1.22,1.2,12.4,21.03,26.26,67.53,,,26.16,49.34,49.34
011876,景顺长城医疗健康混合A,2025-08-01,0.9611,0.9611,-0.05,5.53,22.67,44.77,61.29,67.47,35.6,29.81,59.02,-3.89,-3.89
