基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
014130,融通中证云计算与大数据主题指数(LOF)C,2025-08-01,1.4148,1.4148,-0.53,1.35,11.09,16.43,20.21,57.69,16.38,68.47,18.63,28.05,28.047787
017977,信澳优享生活混合A,2025-08-01,1.174,1.174,-1.24,1.2,2.78,24.6,52.03,57.65,20.86,,54.92,17.4,17.4
016380,华宝专精特新混合发起A,2025-08-01,0.9692,0.9692,-0.72,0.86,9.72,14.52,26.26,57.64,12.84,,32.28,-3.08,-3.08
000534,长盛高端装备混合A,2025-08-01,3.72,4.208,-0.59,0.59,5.38,12.62,16.32,57.63,27.18,11.1,16.72,334.97,334.967741
011036,嘉实中证稀土产业ETF联接C,2025-08-01,0.9585,0.9585,-1.77,-4.74,14.19,28.07,30.14,57.62,21.76,-3.71,31.01,-4.15,-4.15
017644,博道中证1000指数增强A,2025-08-01,1.3627,1.3627,0.41,0.23,7.13,17.8,25.78,57.5,,,26.32,36.27,36.27
020075,财通资管创新成长混合A,2025-08-01,1.4413,1.5493,-0.1,-0.79,5.54,13.32,21.52,57.5,,,25.59,56.77,56.77078
519029,华夏稳增混合,2025-08-01,2.982,3.787,1.02,0.13,2.37,6.58,20.05,57.44,25.72,26.25,21.76,468.71,468.714606
004926,中航军民融合精选A,2025-08-01,1.4727,1.4727,-0.94,-0.29,1.68,9.67,13.82,57.39,19.68,-3.9,7.89,47.26,47.255274
671030,西部利得事件驱动股票A,2025-08-01,2.8248,2.8248,0.13,2.64,8.75,11.63,14.24,57.36,40.65,15.08,19.31,182.48,182.48
014332,华泰柏瑞中证稀土产业ETF发起式联接C,2025-08-01,0.9172,0.9172,-1.74,-4.52,13.12,27.09,29.24,57.35,23.1,-1.49,30.34,-8.28,-8.28
001426,南方大数据300C,2025-08-01,1.6185,1.6185,0.22,0.8,6.5,18.88,22.71,57.33,23.26,18.76,26.45,61.85,61.85
013642,博道成长智航股票C,2025-08-01,1.2162,1.2162,0.26,0.41,6.41,17.91,23.57,57.31,34.59,33.36,24.44,21.62,21.62
021526,南华丰汇混合C,2025-08-01,1.6643,1.6643,0.54,-1.58,6.09,21.52,28.43,57.29,,,29.85,43.44,43.437042
010392,易方达战略新兴产业股票C,2025-08-01,1.0821,1.0821,-2.44,4.22,16.83,28.44,30.64,57.28,45.19,25.39,32.87,8.21,8.21
004927,中航军民融合精选C,2025-08-01,1.4511,1.4511,-0.94,-0.3,1.67,9.64,13.76,57.22,19.43,-4.21,7.82,45.1,45.09549
010654,天弘医药创新A,2025-08-01,1.0565,1.0565,-2.23,0.47,19.08,33.13,46.17,57.22,30.13,21.17,43.78,5.65,5.65
016381,华宝专精特新混合发起C,2025-08-01,0.9609,0.9609,-0.72,0.85,9.69,14.43,26.07,57.16,12.16,,32.05,-3.91,-3.91
015571,创金合信医药优选3个月持有混合C,2025-08-01,1.0048,1.0048,0.77,5.32,20.67,27.38,54.99,57.15,21.9,,52.59,0.48,0.48
004635,中信建投睿利C,2025-08-01,1.343,1.5253,0.8,-0.12,6.66,17.18,26.71,57.08,30.33,19.07,27.09,58.48,58.475856
019830,华夏数字产业混合C,2025-08-01,1.5328,1.5328,-1.5,5.75,20.64,35.8,35.59,57.08,,,37.1,53.28,53.28
006503,财通集成电路产业股票C,2025-08-01,2.2633,2.2633,-1.94,6.68,28.52,42.41,21.05,57.02,49.45,24.77,21.01,126.33,126.33
018663,中欧国证2000指数增强A,2025-08-01,1.2399,1.2623,0.58,-0.19,5.69,16.47,20.97,56.94,27.23,,20.85,26.62,26.619842
006267,诺德量化核心A,2025-08-01,1.2935,1.3435,0.65,-0.49,5.08,16.41,24.34,56.9,21.51,-5.31,23.41,35.43,35.433623
017645,博道中证1000指数增强C,2025-08-01,1.3522,1.3522,0.4,0.21,7.09,17.67,25.55,56.9,,,26.04,35.22,35.22
001048,富国新兴产业股票A,2025-08-01,2.573,2.573,-1.64,3.37,12.21,6.59,7.34,56.89,26.19,16.8,15.43,157.3,157.3
016105,申万菱信兴乐优选混合A,2025-08-01,1.1387,1.1387,-1.51,2.19,6.97,13.25,23.24,56.89,9.91,,24.01,13.87,13.87
020076,财通资管创新成长混合C,2025-08-01,1.4331,1.5411,-0.1,-0.8,5.51,13.21,21.27,56.89,,,25.31,55.93,55.93195
