基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
019458,平安先进制造主题股票发起C,2025-07-18,1.7001,1.7001,-0.45,6.33,9.95,19.55,39.55,115.67,,,61.9,70.01,70.01
020397,中银港股通医药混合发起A,2025-07-18,1.8158,1.8158,0.89,13.3,20.36,55.98,114.33,114.89,,,105.43,81.58,81.58
021489,中航趋势领航混合发起A,2025-07-18,2.0596,2.0996,-0.25,11.03,11.56,15.83,26.22,114.53,,,47.77,111.87,111.866511
018993,中欧数字经济混合发起A,2025-07-18,1.9396,1.9396,-0.36,12.14,19.32,37.59,53.83,114.18,,,53.17,93.96,93.96
021490,中航趋势领航混合发起C,2025-07-18,2.0459,2.0859,-0.25,11.02,11.51,15.66,25.86,113.23,,,47.29,110.47,110.474941
018994,中欧数字经济混合发起C,2025-07-18,1.9185,1.9185,-0.36,12.13,19.26,37.39,53.37,112.93,,,52.67,91.85,91.85
020398,中银港股通医药混合发起C,2025-07-18,1.7938,1.7938,0.89,13.3,20.32,55.55,113.52,112.86,,,104.63,79.38,79.38
021298,中欧北证50成份指数发起A,2025-07-18,1.9478,1.9478,-0.63,-0.14,1.88,6.3,22.58,111.6,,,31.89,94.78,94.78
021299,中欧北证50成份指数发起C,2025-07-18,1.942,1.942,-0.63,-0.14,1.86,6.24,22.43,111.04,,,31.71,94.2,94.2
016243,广发成长领航一年持有混合A,2025-07-18,1.7266,1.7766,1.37,3.81,10.04,31.4,75.99,110.05,44.03,,81.58,79.99,79.988523
016244,广发成长领航一年持有混合C,2025-07-18,1.7048,1.7548,1.37,3.8,10.0,31.21,75.39,108.82,42.47,,80.92,77.73,77.725219
018128,博时北证50成份指数发起式A,2025-07-18,1.6522,1.6522,-0.64,-0.14,1.76,7.05,26.05,107.98,79.12,,35.86,65.22,65.22
017512,广发北证50成份指数A,2025-07-18,1.6776,1.6776,-0.62,-0.13,1.81,7.15,27.62,107.42,84.66,,37.52,67.76,67.76
018129,博时北证50成份指数发起式C,2025-07-18,1.6359,1.6359,-0.64,-0.15,1.72,6.94,25.8,107.15,77.7,,35.57,63.59,63.59
007713,华富科技动能混合A,2025-07-18,1.3669,1.4169,-1.35,8.4,4.6,17.64,29.69,106.95,33.58,8.12,46.47,42.24,42.243344
017513,广发北证50成份指数C,2025-07-18,1.665,1.665,-0.62,-0.14,1.79,7.07,27.43,106.81,83.55,,37.29,66.5,66.5
020458,平安医药精选股票A,2025-07-18,2.059,2.059,1.39,11.3,18.52,44.95,89.65,106.19,,,88.93,105.9,105.9
021030,汇添富国证港股通创新药ETF发起式联接A,2025-07-18,2.0003,2.0003,0.87,12.82,19.22,55.09,90.34,105.98,,,82.18,100.03,100.03
020459,平安医药精选股票C,2025-07-18,2.0546,2.0546,1.39,11.28,18.47,44.84,89.24,105.83,,,88.48,105.46,105.46
017968,华富科技动能混合C,2025-07-18,1.3479,1.3479,-1.35,8.39,4.55,17.46,29.31,105.72,32.0,,45.99,22.37,22.369496
021031,汇添富国证港股通创新药ETF发起式联接C,2025-07-18,1.9954,1.9954,0.87,12.81,19.2,55.01,90.15,105.58,,,81.98,99.54,99.54
006603,嘉实互融精选股票A,2025-07-18,2.2282,2.2282,1.61,13.35,19.7,51.69,98.95,104.25,97.71,106.93,92.93,122.82,122.82
019670,广发中证香港创新药ETF发起式联接(QDII)A,2025-07-18,1.4323,1.4323,0.97,13.12,20.14,55.2,89.26,103.39,,,80.96,43.23,43.23
020232,嘉实互融精选股票C,2025-07-18,2.2113,2.2113,1.6,13.34,19.66,51.41,98.38,103.34,,,92.35,73.79,73.789689
019671,广发中证香港创新药ETF发起式联接(QDII)C,2025-07-18,1.4249,1.4249,0.96,13.11,20.1,55.08,88.98,102.8,,,80.66,42.49,42.49
006720,平安核心优势混合A,2025-07-18,2.8059,2.8059,1.36,11.02,18.13,46.49,95.25,102.07,52.72,32.87,94.45,180.59,180.59
006721,平安核心优势混合C,2025-07-18,2.6529,2.6529,1.36,11.0,18.05,46.14,94.42,100.46,50.3,29.75,93.56,165.29,165.29
001900,诺安精选价值混合A,2025-07-18,1.9208,1.9208,1.53,14.34,18.04,44.06,98.08,100.13,87.83,50.89,96.26,92.08,92.08
011188,信澳星奕混合A,2025-07-18,1.5529,1.5529,0.58,5.95,6.05,21.06,32.92,96.17,47.21,14.18,38.21,55.29,55.29
016970,华夏恒生生物科技ETF发起式联接(QDII)A,2025-07-18,1.2556,1.2556,0.78,11.93,17.15,46.44,80.27,95.03,42.89,,73.5,25.56,25.56
020634,汇添富恒生生物科技ETF发起式联接(QDII)A,2025-07-18,1.7619,1.7619,0.77,11.87,17.23,45.89,79.58,94.81,,,73.01,76.19,76.19
015289,格林高股息优选混合A,2025-07-18,1.6654,1.6654,0.57,3.55,8.74,22.09,41.05,94.69,62.59,,48.68,66.54,66.54
016295,新华利率债债券E,2025-07-18,1.5573,2.0024,0.0,0.07,0.0,0.11,0.32,94.66,97.56,,0.33,100.4,100.400377
011223,信澳星奕混合C,2025-07-18,1.4983,1.4983,0.58,5.93,5.98,20.8,32.38,94.61,44.88,11.47,37.6,49.83,49.83
020635,汇添富恒生生物科技ETF发起式联接(QDII)C,2025-07-18,1.7568,1.7568,0.76,11.86,17.21,45.82,79.41,94.44,,,72.81,75.68,75.68
016971,华夏恒生生物科技ETF发起式联接(QDII)C,2025-07-18,1.2457,1.2457,0.78,11.92,17.12,46.33,79.99,94.43,42.04,,73.21,24.57,24.57
001970,泰信鑫选灵活配置混合A,2025-07-18,1.206,1.206,0.0,1.43,3.61,-2.9,12.4,93.89,23.69,-0.08,17.2,20.6,20.6
015290,格林高股息优选混合C,2025-07-18,1.6488,1.6488,0.58,3.54,8.71,21.98,40.73,93.77,61.08,,48.31,64.88,64.88
"""002580",泰信鑫选灵活配置混合C,2025-07-18,1.197,1.197,0.08,1.53,3.64,-2.92,12.39,93.69,23.4,-0.42,17.24,19.22,19.223108
017515,易方达北证50成份指数A,2025-07-18,1.4423,1.4423,-0.63,-0.14,1.85,7.04,25.75,92.98,66.55,,35.41,44.23,44.23
019993,创金合信北证50成份指数增强A,2025-07-18,1.6157,1.6157,-0.42,-0.1,2.03,4.83,25.35,92.97,,,34.74,61.57,61.57
001148,申万菱信多策略灵活配置混合A,2025-07-18,2.163,2.366,0.89,0.84,4.39,8.64,26.2,92.61,43.63,37.42,27.31,162.06,162.058827
017516,易方达北证50成份指数C,2025-07-18,1.4314,1.4314,-0.63,-0.15,1.83,6.96,25.56,92.42,65.56,,35.19,43.14,43.14
019994,创金合信北证50成份指数增强C,2025-07-18,1.6083,1.6083,-0.42,-0.1,2.0,4.75,25.16,92.4,,,34.52,60.83,60.83
018835,广发成长启航混合A,2025-07-18,1.8837,1.8837,1.28,4.62,11.43,21.67,35.98,92.37,,,34.7,88.37,88.37
001724,申万菱信多策略灵活配置混合C,2025-07-18,2.092,2.198,0.87,0.87,4.39,8.56,26.1,92.28,42.99,36.55,27.17,125.52,125.516009
018836,广发成长启航混合C,2025-07-18,1.8768,1.8768,1.27,4.6,11.38,21.52,35.63,92.0,,,34.32,87.68,87.68
001230,鹏华医药科技股票A,2025-07-18,1.86,1.86,1.88,11.09,18.68,45.71,87.39,91.73,76.47,68.33,84.76,86.0,86.0
009414,中银大健康股票A,2025-07-18,1.7967,1.7967,1.67,10.79,13.22,38.04,85.72,91.02,86.75,63.0,81.5,79.67,79.67
017900,鹏华医药科技股票C,2025-07-18,1.5622,1.5622,1.88,11.08,18.65,45.56,87.02,90.98,74.94,,84.35,56.22,56.22
018078,南方恒生生物科技ETF发起联接(QDII)A,2025-07-18,1.3631,1.3631,0.78,11.98,17.03,45.99,79.73,90.86,39.25,,72.74,36.31,36.31
004263,华安沪港深机会灵活配置混合,2025-07-18,2.058,2.27,1.33,10.53,14.08,33.46,59.78,90.56,42.52,-0.82,55.09,139.01,139.006248
015641,银华数字经济股票发起式A,2025-07-18,1.3885,1.3885,0.05,0.61,3.89,8.18,3.9,90.47,43.96,24.73,6.4,38.85,38.85
010321,中银大健康股票C,2025-07-18,1.764,1.764,1.67,10.78,13.19,37.91,85.39,90.31,85.33,61.11,81.13,45.85,45.845391
018079,南方恒生生物科技ETF发起联接(QDII)C,2025-07-18,1.3546,1.3546,0.78,11.98,17.01,45.88,79.46,90.28,38.44,,72.45,35.46,35.46
019916,富国医药创新股票A,2025-07-18,1.8567,1.8567,1.29,12.01,18.13,46.42,91.45,90.08,,,85.69,85.67,85.67
015642,银华数字经济股票发起式C,2025-07-18,1.3788,1.3788,0.04,0.6,3.87,8.12,3.72,89.94,43.28,23.89,6.21,37.88,37.88
019864,浦银安盛高端装备混合A,2025-07-18,1.8082,1.8082,0.49,6.15,8.46,17.94,19.31,89.32,,,34.83,80.82,80.82
020110,富国恒生港股通医疗保健ETF发起式联接A,2025-07-18,1.4984,1.4984,0.72,13.0,18.11,50.85,77.56,89.14,,,72.13,49.84,49.84
015630,申万菱信乐融一年持有混合A,2025-07-18,1.4249,1.4249,-0.56,-2.92,-5.2,19.66,40.72,88.95,45.95,42.68,47.11,42.49,42.49
019917,富国医药创新股票C,2025-07-18,1.8402,1.8402,1.3,12.0,18.08,46.19,90.87,88.82,,,85.07,84.02,84.02
020111,富国恒生港股通医疗保健ETF发起式联接C,2025-07-18,1.4934,1.4934,0.71,13.0,18.08,50.77,77.36,88.75,,,71.93,49.34,49.34
002833,华夏新锦绣混合A,2025-07-18,2.5986,2.8606,0.93,2.34,6.49,19.81,35.44,88.59,59.36,75.51,33.36,205.82,205.815667
002834,华夏新锦绣混合C,2025-07-18,2.5931,2.5931,0.93,2.34,6.48,19.78,35.37,88.4,59.05,,33.29,159.31,159.31
015631,申万菱信乐融一年持有混合C,2025-07-18,1.4076,1.4076,-0.56,-2.92,-5.22,19.53,40.45,88.21,44.81,40.99,46.79,40.76,40.76
019865,浦银安盛高端装备混合C,2025-07-18,1.7918,1.7918,0.5,6.14,8.42,17.83,19.06,87.82,,,34.53,79.18,79.18
014317,广发价值领航一年持有混合A,2025-07-18,1.7903,1.7903,1.58,4.1,7.41,24.07,44.24,87.29,61.09,76.16,45.86,79.03,79.03
007718,中银创新医疗混合A,2025-07-18,2.1787,2.2342,1.59,12.34,15.32,38.16,87.79,87.22,73.56,56.65,81.06,126.49,126.491593
006881,华宝大健康混合A,2025-07-18,2.792,2.792,1.99,14.19,19.68,47.03,94.01,86.77,76.72,53.03,87.96,179.2,179.2
010500,中银创新医疗混合C,2025-07-18,2.1443,2.1992,1.59,12.34,15.28,38.2,87.64,86.64,72.63,55.21,80.89,24.64,24.638354
014318,广发价值领航一年持有混合C,2025-07-18,1.7671,1.7671,1.58,4.09,7.38,23.95,43.96,86.42,59.7,73.96,45.54,76.71,76.71
003032,平安医疗健康混合A,2025-07-18,2.915,2.915,1.34,11.21,19.14,45.86,88.08,86.3,79.19,51.86,87.56,191.47,191.470853
290011,泰信中小盘精选混合,2025-07-18,3.837,4.097,-0.05,2.27,4.78,-2.69,12.09,85.9,15.33,2.32,16.48,348.89,348.891609
017519,汇添富北证50成份指数A,2025-07-18,1.4032,1.4032,-0.64,-0.14,1.78,6.51,25.08,85.88,59.15,,34.78,40.32,40.32
018529,华宝大健康混合C,2025-07-18,2.7546,2.7546,1.99,14.18,19.63,46.86,93.5,85.75,74.5,,87.41,55.05,55.04897
005117,金信价值精选混合A,2025-07-18,1.8021,1.8021,1.64,8.63,20.84,47.56,64.83,85.59,53.8,49.48,60.6,80.21,80.21
005118,金信价值精选混合C,2025-07-18,1.5464,1.7225,1.64,8.63,20.83,47.54,64.76,85.42,53.49,49.04,60.53,81.09,81.086153
020137,平安医疗健康混合C,2025-07-18,2.895,2.895,1.34,11.21,19.1,45.56,87.55,85.41,,,86.99,67.87,67.874746
011826,汇添富健康生活一年持有混合A,2025-07-18,1.6112,1.6112,2.15,12.77,17.58,45.21,94.35,85.2,82.43,71.17,87.85,61.12,61.12
017520,汇添富北证50成份指数C,2025-07-18,1.3891,1.3891,-0.64,-0.15,1.76,6.4,24.83,85.14,57.89,,34.49,38.91,38.91
016075,华夏智造升级混合A,2025-07-18,0.9574,0.9574,-0.27,3.45,3.7,12.69,15.34,85.08,8.13,,26.88,-4.26,-4.26
019415,南方港股医药行业混合发起(QDII)A,2025-07-17,1.4871,1.4871,5.3,11.75,14.98,40.25,76.78,84.71,,,69.14,48.71,
013037,长城大健康混合A,2025-07-18,1.1639,1.1639,1.99,16.27,24.95,51.21,86.19,84.63,50.37,20.82,80.09,16.39,16.39
000270,建信灵活配置混合A,2025-07-18,1.5453,2.3604,0.44,2.42,9.15,23.99,37.85,84.6,50.42,50.01,39.77,136.04,136.036172
011827,汇添富健康生活一年持有混合C,2025-07-18,1.5837,1.5837,2.15,12.76,17.55,45.05,93.96,84.47,80.97,69.13,87.44,58.37,58.37
001412,德邦鑫星价值灵活配置混合A,2025-07-18,2.0386,2.1766,-1.59,9.39,17.23,57.07,20.19,84.24,85.92,55.89,22.08,131.83,131.833263
002112,德邦鑫星价值灵活配置混合C,2025-07-18,1.9601,2.1081,-1.6,9.39,17.22,57.03,20.13,84.05,85.56,55.43,22.02,128.38,128.377375
016076,华夏智造升级混合C,2025-07-18,0.9422,0.9422,-0.28,3.44,3.65,12.53,15.0,83.99,6.84,,26.47,-5.78,-5.78
